,0,1
1544,4057,"[[1423, 3.9242343145200196], [1177, 3.9242343145200196]]"
1545,1760,"[[1172, 3.9242343145200196]]"
1546,1477,"[[1874, 4.523188311911529], [1273, 3.9242343145200196]]"
1547,874,"[[1263, 3.9242343145200196], [689, 3.9242343145200196], [1397, 3.9242343145200196], [1023, 3.9242343145200196], [1529, 3.9242343145200196], [1931, 3.9242343145200196], [792, 3.9242343145200196], [311, 3.9242343145200196]]"
1548,3582,"[[1172, 4.810296507289733], [1315, 3.9242343145200196], [186, 3.9242343145200196], [1956, 3.9242343145200196], [1479, 3.9242343145200196], [62, 4.523188311911529], [736, 3.9242343145200196], [1963, 3.9242343145200196], [428, 3.9242343145200196], [142, 3.9242343145200196]]"
1549,3230,"[[1978, 4.523188311911529], [1874, 4.523188311911529], [789, 3.9242343145200196], [757, 3.9242343145200196], [1639, 3.9242343145200196], [1479, 3.9242343145200196]]"
1550,1046,"[[810, 3.9242343145200196], [1937, 3.9242343145200196], [565, 3.9242343145200196], [1484, 3.9242343145200196], [1956, 3.9242343145200196], [941, 3.9242343145200196], [581, 3.9242343145200196], [694, 3.9242343145200196], [1874, 3.9242343145200196], [1372, 4.810296507289733], [268, 4.810296507289733], [1674, 3.9242343145200196], [1604, 3.9242343145200196], [761, 3.9242343145200196], [1213, 3.9242343145200196], [1690, 3.9242343145200196], [589, 3.9242343145200196], [143, 3.9242343145200196], [1155, 3.9242343145200196]]"
1551,1384,"[[479, 3.9242343145200196], [428, 3.9242343145200196], [1273, 3.9242343145200196]]"
1552,1369,"[[777, 3.9242343145200196], [1530, 3.9242343145200196], [1874, 3.9242343145200196], [1423, 3.9242343145200196], [268, 3.9242343145200196], [1146, 3.9242343145200196], [1134, 3.9242343145200196], [845, 3.9242343145200196]]"
1553,1455,"[[268, 3.9242343145200196], [470, 3.9242343145200196], [1243, 3.9242343145200196]]"
1554,1422,"[[2055, 3.9242343145200196], [1213, 3.9242343145200196]]"
1555,3403,"[[268, 3.9242343145200196], [1397, 3.9242343145200196], [395, 3.9242343145200196], [757, 3.9242343145200196], [835, 3.9242343145200196], [1744, 3.9242343145200196], [596, 4.523188311911529], [1677, 3.9242343145200196], [1213, 3.9242343145200196], [1155, 3.9242343145200196], [1168, 3.9242343145200196], [186, 4.523188311911529], [865, 3.9242343145200196], [234, 3.9242343145200196], [445, 3.9242343145200196], [1648, 3.9242343145200196], [255, 3.9242343145200196], [1692, 3.9242343145200196], [1368, 3.9242343145200196], [351, 3.9242343145200196], [676, 3.9242343145200196]]"
1556,1837,"[[806, 3.9242343145200196], [1719, 3.9242343145200196], [1887, 3.9242343145200196], [405, 3.9242343145200196], [268, 3.9242343145200196], [293, 3.9242343145200196], [1367, 3.9242343145200196], [1714, 3.9242343145200196], [1243, 3.9242343145200196], [1674, 3.9242343145200196], [676, 3.9242343145200196], [565, 3.9242343145200196], [1423, 3.9242343145200196], [1213, 3.9242343145200196], [1677, 3.9242343145200196]]"
1557,2884,"[[228, 3.9242343145200196], [596, 3.9242343145200196], [1706, 3.9242343145200196], [2071, 3.9242343145200196], [1844, 4.523188311911529], [1956, 3.9242343145200196], [1213, 3.9242343145200196], [1931, 3.9242343145200196], [61, 3.9242343145200196]]"
1558,4618,"[[1273, 3.9242343145200196], [1043, 3.9242343145200196], [1870, 3.9242343145200196], [777, 3.9242343145200196], [1479, 3.9242343145200196], [1423, 3.9242343145200196]]"
1559,1387,"[[1963, 3.9242343145200196]]"
1560,2259,"[[1744, 3.9242343145200196], [565, 4.990109507373461], [1145, 3.9242343145200196], [501, 3.9242343145200196], [1155, 4.810296507289733], [460, 3.9242343145200196], [268, 3.9242343145200196], [1832, 3.9242343145200196], [645, 3.9242343145200196], [1243, 3.9242343145200196], [1719, 3.9242343145200196]]"
1561,3496,"[[1213, 3.9242343145200196], [694, 3.9242343145200196], [294, 3.9242343145200196]]"
1562,4220,"[[643, 3.9242343145200196], [1874, 3.9242343145200196], [152, 3.9242343145200196], [1479, 3.9242343145200196], [2093, 3.9242343145200196], [1928, 3.9242343145200196], [1213, 3.9242343145200196], [605, 3.9242343145200196]]"
1563,2713,"[[1621, 3.9242343145200196], [1903, 3.9242343145200196], [1155, 3.9242343145200196], [565, 3.9242343145200196], [2030, 3.9242343145200196], [1874, 3.9242343145200196], [1844, 3.9242343145200196], [992, 3.9242343145200196], [1213, 3.9242343145200196], [1956, 3.9242343145200196], [244, 3.9242343145200196], [1243, 3.9242343145200196]]"
1564,2628,"[[630, 3.9242343145200196], [1479, 3.9242343145200196], [1463, 3.9242343145200196], [1870, 3.9242343145200196], [736, 3.9242343145200196]]"
1565,2821,"[[1372, 3.9242343145200196], [1869, 3.9242343145200196], [268, 3.9242343145200196], [607, 3.9242343145200196], [545, 3.9242343145200196], [361, 4.523188311911529], [293, 3.9242343145200196], [564, 3.9242343145200196], [186, 3.9242343145200196]]"
1566,2496,"[[581, 3.9242343145200196], [460, 3.9242343145200196], [186, 4.810296507289733], [361, 3.9242343145200196], [1658, 3.9242343145200196], [931, 3.9242343145200196], [1928, 4.523188311911529], [1142, 3.9242343145200196], [1873, 4.973228596302861], [1155, 4.523188311911529], [496, 3.9242343145200196], [905, 3.9242343145200196], [255, 4.523188311911529], [896, 3.9242343145200196], [445, 3.9242343145200196], [1946, 3.9242343145200196], [543, 3.9242343145200196], [1572, 3.9242343145200196], [268, 3.9242343145200196], [622, 3.9242343145200196], [1210, 4.810296507289733], [256, 3.9242343145200196], [557, 3.9242343145200196], [1213, 4.523188311911529], [941, 3.9242343145200196], [1160, 3.9242343145200196], [246, 3.9242343145200196], [645, 3.9242343145200196], [362, 3.9242343145200196]]"
1567,5051,"[[62, 3.9242343145200196], [385, 3.9242343145200196]]"
1568,3354,"[[293, 3.9242343145200196], [2003, 3.9242343145200196], [2036, 3.9242343145200196]]"
1569,3499,"[[777, 3.9242343145200196], [1953, 3.9242343145200196], [689, 3.9242343145200196], [256, 3.9242343145200196], [731, 3.9242343145200196]]"
1570,141,"[[703, 3.9242343145200196], [1487, 3.9242343145200196], [186, 3.9242343145200196], [1952, 3.9242343145200196]]"
1571,1322,"[[792, 3.9242343145200196], [1728, 3.9242343145200196], [1403, 3.9242343145200196]]"
1572,970,"[[1869, 3.9242343145200196], [565, 3.9242343145200196], [137, 4.523188311911529], [1874, 3.9242343145200196], [941, 3.9242343145200196], [549, 4.523188311911529]]"
1573,1049,"[[293, 3.9242343145200196], [1873, 3.9242343145200196], [2003, 3.9242343145200196]]"
1574,732,"[[597, 3.9242343145200196], [643, 3.9242343145200196], [547, 3.9242343145200196], [992, 3.9242343145200196], [1369, 4.523188311911529], [1213, 3.9242343145200196], [324, 3.9242343145200196], [77, 3.9242343145200196]]"
1575,4453,"[[268, 3.9242343145200196], [77, 3.9242343145200196], [835, 3.9242343145200196], [635, 3.9242343145200196], [845, 3.9242343145200196], [1688, 3.9242343145200196], [501, 3.9242343145200196], [479, 3.9242343145200196], [255, 3.9242343145200196]]"
1576,5097,"[[246, 3.9242343145200196]]"
1577,1940,"[[1273, 3.9242343145200196], [1213, 3.9242343145200196]]"
1578,1394,"[[293, 3.9242343145200196], [800, 3.9242343145200196], [119, 3.9242343145200196], [969, 3.9242343145200196], [1928, 3.9242343145200196]]"
1579,1781,"[[285, 3.9242343145200196], [1593, 3.9242343145200196]]"
1580,2053,"[[2046, 3.9242343145200196]]"
1581,1885,"[[792, 3.9242343145200196], [137, 4.523188311911529], [1093, 3.9242343145200196], [186, 3.9242343145200196], [690, 3.9242343145200196], [736, 3.9242343145200196], [1023, 3.9242343145200196], [428, 3.9242343145200196], [1479, 3.9242343145200196], [62, 3.9242343145200196], [969, 3.9242343145200196]]"
1582,2431,"[[656, 3.9242343145200196], [62, 3.9242343145200196], [57, 3.9242343145200196], [1273, 3.9242343145200196]]"
1583,3679,"[[1302, 3.9242343145200196], [1323, 3.9242343145200196], [596, 3.9242343145200196]]"
1584,334,"[[423, 3.9242343145200196]]"
1585,4030,"[[479, 3.9242343145200196], [1441, 4.523188311911529], [150, 3.9242343145200196], [605, 4.990109507373461], [1956, 3.9242343145200196], [503, 3.9242343145200196], [1529, 3.9242343145200196], [85, 3.9242343145200196], [590, 3.9242343145200196], [871, 3.9242343145200196], [596, 3.9242343145200196], [1273, 3.9242343145200196], [1321, 3.9242343145200196], [163, 3.9242343145200196], [1546, 3.9242343145200196], [946, 3.9242343145200196], [705, 3.9242343145200196]]"
1586,528,"[[268, 3.9242343145200196], [607, 3.9242343145200196], [969, 3.9242343145200196], [1867, 3.9242343145200196]]"
1587,2246,"[[742, 3.9242343145200196], [186, 4.523188311911529], [1213, 3.9242343145200196], [476, 3.9242343145200196], [246, 3.9242343145200196]]"
1588,1794,"[[1273, 3.9242343145200196], [1423, 3.9242343145200196]]"
1589,1944,"[[77, 3.9242343145200196]]"
1590,3643,"[[757, 3.9242343145200196], [607, 3.9242343145200196]]"
1591,4449,"[[705, 4.810296507289733]]"
1592,2229,"[[137, 3.9242343145200196], [1567, 3.9242343145200196], [1213, 4.810296507289733]]"
1593,241,"[[268, 3.9242343145200196]]"
1594,1438,"[[1023, 4.810296507289733], [1928, 4.523188311911529], [1941, 3.9242343145200196], [592, 3.9242343145200196], [941, 3.9242343145200196], [1869, 3.9242343145200196], [1780, 3.9242343145200196]]"
1595,2665,"[[312, 3.9242343145200196], [268, 4.810296507289733], [1873, 3.9242343145200196], [2030, 3.9242343145200196], [1210, 3.9242343145200196], [496, 3.9242343145200196], [444, 3.9242343145200196], [521, 3.9242343145200196], [1213, 3.9242343145200196], [1344, 3.9242343145200196], [1047, 3.9242343145200196], [1479, 3.9242343145200196]]"
1596,1306,"[[152, 3.9242343145200196], [1795, 3.9242343145200196], [761, 3.9242343145200196], [246, 3.9242343145200196], [1093, 3.9242343145200196], [703, 3.9242343145200196], [1991, 3.9242343145200196], [1175, 3.9242343145200196], [428, 3.9242343145200196], [1213, 3.9242343145200196], [1928, 3.9242343145200196], [969, 3.9242343145200196], [1172, 3.9242343145200196], [1078, 3.9242343145200196]]"
1597,4356,"[[152, 3.9242343145200196], [1479, 3.9242343145200196], [62, 3.9242343145200196], [539, 3.9242343145200196], [1874, 3.9242343145200196], [1213, 3.9242343145200196]]"
1598,3784,"[[1441, 3.9242343145200196], [137, 3.9242343145200196]]"
1599,1196,"[[1039, 3.9242343145200196], [496, 3.9242343145200196], [88, 3.9242343145200196], [268, 3.9242343145200196], [1243, 3.9242343145200196], [21, 3.9242343145200196], [795, 3.9242343145200196]]"
1600,2476,"[[445, 3.9242343145200196], [1134, 3.9242343145200196], [268, 3.9242343145200196], [1869, 3.9242343145200196], [31, 3.9242343145200196], [694, 4.810296507289733], [508, 3.9242343145200196], [186, 3.9242343145200196], [545, 3.9242343145200196], [1963, 3.9242343145200196], [1213, 3.9242343145200196], [565, 3.9242343145200196], [941, 3.9242343145200196], [1731, 3.9242343145200196]]"
1601,2764,"[[15, 4.810296507289733], [1210, 3.9242343145200196], [761, 3.9242343145200196], [1399, 3.9242343145200196], [592, 3.9242343145200196], [1023, 4.810296507289733], [1213, 4.928055160151634], [1484, 3.9242343145200196], [246, 4.523188311911529], [1953, 3.9242343145200196], [2037, 4.523188311911529], [47, 3.9242343145200196], [142, 3.9242343145200196], [1172, 4.523188311911529], [293, 3.9242343145200196], [643, 3.9242343145200196], [25, 3.9242343145200196], [1273, 3.9242343145200196], [1270, 3.9242343145200196], [1094, 3.9242343145200196], [1692, 4.523188311911529], [1315, 3.9242343145200196], [1983, 3.9242343145200196], [1928, 4.810296507289733], [1866, 3.9242343145200196], [2071, 3.9242343145200196], [731, 3.9242343145200196], [1530, 3.9242343145200196], [1874, 3.9242343145200196], [186, 3.9242343145200196], [777, 3.9242343145200196], [294, 3.9242343145200196], [1690, 3.9242343145200196], [551, 3.9242343145200196], [2089, 3.9242343145200196], [845, 3.9242343145200196], [596, 3.9242343145200196]]"
1602,4902,"[[596, 3.9242343145200196], [1372, 3.9242343145200196], [876, 3.9242343145200196], [1213, 3.9242343145200196], [385, 3.9242343145200196], [186, 3.9242343145200196], [246, 3.9242343145200196], [809, 3.9242343145200196]]"
1603,4241,"[[1210, 3.9242343145200196], [445, 3.9242343145200196]]"
1604,4607,"[[1674, 3.9242343145200196], [835, 4.523188311911529], [845, 4.523188311911529], [353, 4.810296507289733], [738, 3.9242343145200196], [941, 3.9242343145200196], [581, 3.9242343145200196], [261, 3.9242343145200196], [501, 3.9242343145200196], [1067, 3.9242343145200196], [246, 3.9242343145200196], [1231, 3.9242343145200196], [930, 3.9242343145200196], [145, 3.9242343145200196], [1254, 3.9242343145200196]]"
1605,2213,"[[835, 3.9242343145200196], [1155, 3.9242343145200196], [622, 3.9242343145200196], [445, 3.9242343145200196], [1639, 3.9242343145200196], [565, 3.9242343145200196], [61, 3.9242343145200196], [1213, 3.9242343145200196], [1744, 3.9242343145200196]]"
1606,2058,"[[1514, 3.9242343145200196], [757, 3.9242343145200196], [1479, 4.523188311911529], [62, 3.9242343145200196], [186, 3.9242343145200196]]"
1607,87,"[[62, 3.9242343145200196]]"
1608,5054,"[[605, 3.9242343145200196], [1654, 3.9242343145200196], [1093, 3.9242343145200196], [1546, 3.9242343145200196], [62, 3.9242343145200196], [2003, 3.9242343145200196], [293, 3.9242343145200196], [2082, 3.9242343145200196], [137, 3.9242343145200196], [249, 3.9242343145200196], [969, 3.9242343145200196]]"
1609,1425,"[[1869, 3.9242343145200196], [1874, 4.523188311911529], [1048, 3.9242343145200196], [137, 3.9242343145200196], [1092, 3.9242343145200196], [689, 3.9242343145200196], [1986, 3.9242343145200196], [1441, 3.9242343145200196]]"
1610,5066,"[[1874, 3.9242343145200196]]"
1611,4185,"[[268, 3.9242343145200196], [936, 3.9242343145200196], [795, 3.9242343145200196], [1979, 3.9242343145200196]]"
1612,4656,"[[1567, 3.9242343145200196], [428, 3.9242343145200196], [596, 3.9242343145200196]]"
1613,2043,"[[689, 3.9242343145200196], [694, 4.523188311911529], [1213, 4.523188311911529], [1780, 3.9242343145200196]]"
1614,1333,"[[694, 3.9242343145200196]]"
1615,4710,"[[508, 3.9242343145200196], [186, 3.9242343145200196]]"
1616,838,"[[1135, 3.9242343145200196], [388, 3.9242343145200196], [137, 3.9242343145200196], [191, 3.9242343145200196], [324, 3.9242343145200196], [1956, 3.9242343145200196], [605, 3.9242343145200196]]"
1617,657,"[[694, 3.9242343145200196], [1543, 3.9242343145200196], [1479, 3.9242343145200196], [445, 3.9242343145200196], [1104, 3.9242343145200196]]"
1618,2574,"[[689, 3.9242343145200196], [1692, 3.9242343145200196], [1874, 3.9242343145200196], [969, 3.9242343145200196], [1213, 3.9242343145200196], [186, 3.9242343145200196], [476, 3.9242343145200196], [605, 3.9242343145200196]]"
1619,3757,"[[746, 3.9242343145200196], [565, 3.9242343145200196], [1613, 3.9242343145200196], [289, 3.9242343145200196], [1290, 3.9242343145200196], [1413, 3.9242343145200196], [2073, 3.9242343145200196], [249, 3.9242343145200196], [1533, 3.9242343145200196], [186, 4.523188311911529], [596, 3.9242343145200196], [1397, 3.9242343145200196], [1956, 3.9242343145200196], [1023, 3.9242343145200196], [526, 3.9242343145200196], [1441, 3.9242343145200196], [1514, 3.9242343145200196]]"
1620,5219,"[[590, 3.9242343145200196], [861, 3.9242343145200196], [1606, 3.9242343145200196], [428, 3.9242343145200196], [274, 3.9242343145200196], [1423, 3.9242343145200196], [777, 3.9242343145200196], [1732, 3.9242343145200196], [101, 3.9242343145200196], [871, 3.9242343145200196], [2030, 3.9242343145200196], [152, 3.9242343145200196], [643, 3.9242343145200196]]"
1621,119,"[[1283, 3.9242343145200196], [808, 3.9242343145200196], [1956, 3.9242343145200196]]"
1622,1390,"[[1203, 3.9242343145200196], [1958, 4.523188311911529], [452, 3.9242343145200196], [2080, 3.9242343145200196], [986, 3.9242343145200196], [982, 3.9242343145200196], [2016, 3.9242343145200196], [531, 3.9242343145200196], [1983, 3.9242343145200196]]"
1623,4833,"[[1423, 4.523188311911529], [186, 3.9242343145200196], [1844, 3.9242343145200196], [1874, 3.9242343145200196], [1491, 3.9242343145200196], [57, 3.9242343145200196]]"
1624,919,"[[941, 4.523188311911529], [186, 4.523188311911529], [1213, 4.523188311911529], [428, 3.9242343145200196], [148, 3.9242343145200196], [1163, 3.9242343145200196], [1059, 3.9242343145200196], [1548, 3.9242343145200196], [2024, 3.9242343145200196], [992, 3.9242343145200196], [1797, 3.9242343145200196], [1928, 3.9242343145200196], [1023, 4.523188311911529], [526, 3.9242343145200196], [1210, 3.9242343145200196], [1093, 3.9242343145200196], [720, 3.9242343145200196], [909, 3.9242343145200196], [1536, 3.9242343145200196], [850, 3.9242343145200196]]"
1625,2549,"[[91, 3.9242343145200196], [777, 3.9242343145200196]]"
1626,2867,"[[1719, 3.9242343145200196], [186, 3.9242343145200196], [1009, 3.9242343145200196], [1243, 3.9242343145200196], [565, 3.9242343145200196]]"
1627,2107,"[[1874, 3.9242343145200196], [142, 4.523188311911529], [2079, 4.523188311911529], [2036, 3.9242343145200196], [1315, 3.9242343145200196]]"
1628,908,"[[293, 3.9242343145200196], [1479, 3.9242343145200196], [428, 4.523188311911529], [592, 3.9242343145200196], [705, 3.9242343145200196]]"
1629,494,"[[1078, 3.9242343145200196], [163, 3.9242343145200196], [1213, 4.523188311911529], [941, 3.9242343145200196]]"
1630,1492,"[[1213, 3.9242343145200196], [2062, 3.9242343145200196]]"
1631,1734,"[[920, 3.9242343145200196], [1423, 3.9242343145200196], [2060, 3.9242343145200196]]"
1632,2473,"[[1874, 3.9242343145200196], [619, 3.9242343145200196], [1213, 3.9242343145200196], [142, 3.9242343145200196], [1714, 3.9242343145200196], [81, 3.9242343145200196], [310, 3.9242343145200196], [1210, 3.9242343145200196]]"
1633,3564,"[[1093, 3.9242343145200196], [1023, 3.9242343145200196], [526, 4.523188311911529], [256, 3.9242343145200196], [428, 3.9242343145200196], [149, 3.9242343145200196], [2019, 3.9242343145200196], [445, 3.9242343145200196]]"
1634,1173,"[[946, 3.9242343145200196], [806, 3.9242343145200196], [1918, 4.523188311911529], [316, 3.9242343145200196]]"
1635,4457,"[[757, 3.9242343145200196], [565, 3.9242343145200196], [1479, 3.9242343145200196], [731, 3.9242343145200196], [188, 3.9242343145200196], [97, 3.9242343145200196], [1099, 3.9242343145200196], [70, 3.9242343145200196], [1172, 3.9242343145200196]]"
1636,2929,"[[689, 3.9242343145200196], [1732, 3.9242343145200196], [388, 3.9242343145200196], [1432, 3.9242343145200196], [643, 3.9242343145200196], [353, 3.9242343145200196], [976, 3.9242343145200196], [891, 3.9242343145200196], [501, 3.9242343145200196], [256, 3.9242343145200196], [1993, 3.9242343145200196], [255, 3.9242343145200196], [1059, 3.9242343145200196], [246, 3.9242343145200196], [186, 3.9242343145200196]]"
1637,701,"[[1213, 3.9242343145200196], [324, 3.9242343145200196], [1096, 3.9242343145200196], [983, 3.9242343145200196], [1423, 3.9242343145200196], [1928, 3.9242343145200196], [731, 3.9242343145200196]]"
1638,2354,"[[1145, 3.9242343145200196], [1719, 4.523188311911529], [268, 3.9242343145200196], [361, 3.9242343145200196], [1874, 3.9242343145200196], [1441, 3.9242343145200196], [1869, 3.9242343145200196], [556, 3.9242343145200196], [1210, 3.9242343145200196], [1009, 3.9242343145200196], [1171, 3.9242343145200196], [77, 3.9242343145200196]]"
1639,2155,"[[1172, 3.9242343145200196], [1873, 3.9242343145200196], [581, 3.9242343145200196], [1315, 3.9242343145200196], [142, 3.9242343145200196], [1692, 3.9242343145200196], [294, 3.9242343145200196], [1536, 3.9242343145200196]]"
1640,4429,"[[249, 3.9242343145200196], [1874, 3.9242343145200196], [1423, 3.9242343145200196], [941, 3.9242343145200196], [289, 3.9242343145200196], [293, 3.9242343145200196], [2036, 3.9242343145200196]]"
1641,324,"[[62, 3.9242343145200196]]"
1642,4199,"[[1155, 3.9242343145200196], [186, 3.9242343145200196], [1946, 3.9242343145200196], [1243, 3.9242343145200196], [195, 3.9242343145200196], [1431, 3.9242343145200196]]"
1643,3129,"[[1719, 3.9242343145200196], [491, 3.9242343145200196]]"
1644,2787,"[[1052, 3.9242343145200196], [83, 3.9242343145200196], [529, 3.9242343145200196], [635, 3.9242343145200196], [1709, 3.9242343145200196], [1850, 3.9242343145200196], [596, 3.9242343145200196], [605, 3.9242343145200196]]"
1645,543,"[[694, 3.9242343145200196]]"
1646,2919,"[[941, 3.9242343145200196], [694, 3.9242343145200196], [428, 3.9242343145200196], [1731, 3.9242343145200196], [2073, 3.9242343145200196], [2036, 3.9242343145200196]]"
1647,811,"[[1093, 3.9242343145200196], [491, 3.9242343145200196]]"
1648,3301,"[[268, 3.9242343145200196], [2036, 4.810296507289733], [726, 3.9242343145200196], [289, 4.523188311911529], [293, 3.9242343145200196], [643, 3.9242343145200196], [1273, 3.9242343145200196], [592, 3.9242343145200196]]"
1649,5238,"[[581, 4.523188311911529], [738, 3.9242343145200196], [353, 3.9242343145200196], [344, 3.9242343145200196], [1844, 3.9242343145200196], [445, 4.523188311911529], [186, 4.523188311911529], [1189, 3.9242343145200196], [268, 3.9242343145200196], [377, 3.9242343145200196], [1155, 3.9242343145200196], [501, 3.9242343145200196], [1479, 3.9242343145200196], [1423, 3.9242343145200196], [1213, 3.9242343145200196], [460, 3.9242343145200196]]"
1650,2118,"[[1996, 4.810296507289733], [1304, 3.9242343145200196], [268, 4.523188311911529], [1044, 4.523188311911529], [1278, 4.523188311911529], [1874, 4.810296507289733], [1639, 3.9242343145200196], [1196, 3.9242343145200196], [1978, 3.9242343145200196], [565, 3.9242343145200196], [729, 3.9242343145200196], [1368, 4.523188311911529], [1037, 3.9242343145200196], [1441, 3.9242343145200196], [88, 4.523188311911529]]"
1651,2133,"[[1829, 3.9242343145200196], [1368, 4.523188311911529], [519, 3.9242343145200196], [1777, 3.9242343145200196], [596, 3.9242343145200196], [1278, 3.9242343145200196], [777, 3.9242343145200196], [1044, 3.9242343145200196], [1479, 4.523188311911529], [88, 4.810296507289733], [1978, 3.9242343145200196], [314, 3.9242343145200196], [768, 3.9242343145200196]]"
1652,2745,"[[1953, 3.9242343145200196], [736, 3.9242343145200196], [186, 3.9242343145200196], [1213, 3.9242343145200196], [1048, 3.9242343145200196]]"
1653,2295,"[[569, 3.9242343145200196], [1869, 3.9242343145200196], [581, 3.9242343145200196], [2067, 3.9242343145200196], [1744, 3.9242343145200196], [755, 3.9242343145200196], [565, 3.9242343145200196], [421, 3.9242343145200196], [1479, 3.9242343145200196], [496, 4.523188311911529], [1928, 3.9242343145200196], [293, 3.9242343145200196], [1850, 3.9242343145200196], [1350, 3.9242343145200196], [643, 3.9242343145200196], [273, 3.9242343145200196], [915, 3.9242343145200196], [545, 3.9242343145200196], [516, 3.9242343145200196], [492, 3.9242343145200196]]"
1654,1518,"[[143, 3.9242343145200196], [1731, 3.9242343145200196], [70, 3.9242343145200196], [501, 3.9242343145200196], [596, 3.9242343145200196], [61, 3.9242343145200196]]"
1655,1356,"[[139, 3.9242343145200196]]"
1656,1615,"[[736, 3.9242343145200196], [430, 3.9242343145200196]]"
1657,451,"[[152, 3.9242343145200196], [1775, 3.9242343145200196], [268, 4.523188311911529], [581, 3.9242343145200196], [1705, 3.9242343145200196], [1532, 3.9242343145200196], [1397, 3.9242343145200196], [556, 3.9242343145200196], [1874, 3.9242343145200196], [1009, 3.9242343145200196], [941, 3.9242343145200196], [1350, 3.9242343145200196], [835, 3.9242343145200196], [643, 3.9242343145200196], [1213, 4.810296507289733], [142, 3.9242343145200196], [689, 3.9242343145200196], [1155, 4.810296507289733], [1567, 3.9242343145200196], [558, 3.9242343145200196], [597, 3.9242343145200196], [1956, 3.9242343145200196], [1867, 3.9242343145200196], [1869, 3.9242343145200196], [914, 3.9242343145200196], [166, 3.9242343145200196], [246, 3.9242343145200196], [1648, 3.9242343145200196], [1406, 3.9242343145200196]]"
1658,4242,"[[1224, 3.9242343145200196], [777, 3.9242343145200196], [1874, 3.9242343145200196]]"
1659,2562,"[[1479, 3.9242343145200196], [596, 3.9242343145200196]]"
1660,2620,"[[1189, 3.9242343145200196], [676, 3.9242343145200196], [1397, 3.9242343145200196], [1283, 3.9242343145200196], [835, 3.9242343145200196], [1210, 4.523188311911529], [1869, 3.9242343145200196], [845, 3.9242343145200196]]"
1661,845,"[[1091, 3.9242343145200196]]"
1662,369,"[[1963, 3.9242343145200196], [1941, 3.9242343145200196], [738, 3.9242343145200196], [62, 3.9242343145200196], [246, 3.9242343145200196], [1213, 3.9242343145200196], [289, 3.9242343145200196]]"
1663,391,"[[243, 3.9242343145200196], [1397, 3.9242343145200196], [731, 3.9242343145200196]]"
1664,3772,"[[1093, 3.9242343145200196], [1016, 3.9242343145200196], [2036, 3.9242343145200196]]"
1665,1160,"[[186, 3.9242343145200196], [761, 3.9242343145200196]]"
1666,2996,"[[466, 3.9242343145200196], [1826, 3.9242343145200196]]"
1667,2283,"[[711, 3.9242343145200196], [757, 3.9242343145200196], [643, 4.523188311911529], [795, 4.523188311911529], [1874, 3.9242343145200196], [1979, 3.9242343145200196], [1090, 3.9242343145200196], [88, 3.9242343145200196]]"
1668,4170,"[[1273, 3.9242343145200196], [1748, 3.9242343145200196], [704, 3.9242343145200196], [1423, 3.9242343145200196]]"
1669,1082,"[[1023, 3.9242343145200196], [2036, 3.9242343145200196], [207, 3.9242343145200196], [1692, 4.810296507289733], [294, 3.9242343145200196], [1104, 3.9242343145200196], [1224, 3.9242343145200196], [422, 3.9242343145200196], [428, 3.9242343145200196], [246, 4.523188311911529], [1213, 3.9242343145200196], [186, 4.928055160151634], [694, 4.523188311911529], [1963, 3.9242343145200196], [1874, 3.9242343145200196], [214, 3.9242343145200196], [1210, 3.9242343145200196], [1514, 3.9242343145200196], [2089, 3.9242343145200196], [929, 3.9242343145200196], [1059, 3.9242343145200196]]"
1670,4273,"[[1739, 3.9242343145200196], [694, 4.523188311911529], [786, 3.9242343145200196], [476, 3.9242343145200196], [941, 3.9242343145200196], [1651, 3.9242343145200196]]"
1671,2128,"[[689, 3.9242343145200196], [1479, 3.9242343145200196], [1213, 4.523188311911529], [731, 3.9242343145200196], [428, 3.9242343145200196]]"
1672,1495,"[[531, 3.9242343145200196], [140, 3.9242343145200196], [1913, 3.9242343145200196], [1946, 3.9242343145200196]]"
1673,1202,"[[792, 3.9242343145200196], [549, 4.523188311911529], [1988, 3.9242343145200196], [1671, 4.523188311911529], [1423, 3.9242343145200196], [1093, 4.523188311911529], [428, 3.9242343145200196], [946, 3.9242343145200196], [376, 3.9242343145200196], [1889, 3.9242343145200196], [1273, 3.9242343145200196], [53, 3.9242343145200196]]"
1674,3494,"[[1845, 4.523188311911529], [1657, 3.9242343145200196], [586, 4.523188311911529], [1874, 3.9242343145200196]]"
1675,2034,"[[1849, 3.9242343145200196], [644, 3.9242343145200196], [186, 3.9242343145200196], [1479, 4.523188311911529], [128, 3.9242343145200196], [1135, 3.9242343145200196], [1078, 3.9242343145200196]]"
1676,2423,"[[941, 3.9242343145200196], [1213, 3.9242343145200196]]"
1677,4550,"[[941, 3.9242343145200196], [1213, 3.9242343145200196]]"
1678,2668,"[[1269, 3.9242343145200196], [62, 3.9242343145200196], [1213, 3.9242343145200196], [723, 3.9242343145200196], [2055, 3.9242343145200196], [101, 3.9242343145200196], [703, 3.9242343145200196], [777, 3.9242343145200196], [1023, 3.9242343145200196], [1423, 3.9242343145200196], [1514, 3.9242343145200196]]"
1679,57,"[[62, 3.9242343145200196]]"
1680,2925,"[[1925, 3.9242343145200196]]"
