,0,1,2
3372,50@5206,"[[69, 1], [83, 1], [1155, 1], [1059, 1], [738, 1], [501, 1], [1321, 1]]",3.0
3373,50@2521,"[[15, 1], [1023, 1], [596, 1], [137, 1]]",4.0
3374,18@2876,"[[736, 1], [1363, 1], [877, 1], [1878, 1], [761, 1], [1104, 1], [736, 1]]",5.0
3375,42@2529,"[[1913, 1], [88, 1]]",5.0
3376,59@5074,"[[604, 1], [496, 1], [516, 1], [351, 1]]",4.0
3377,133@3731,"[[445, 1], [1928, 1], [274, 1], [388, 1], [1368, 1]]",1.0
3378,62@3466,"[[293, 1], [186, 1], [1210, 1], [731, 1], [1104, 1]]",5.0
3379,138@1144,"[[565, 1]]",5.0
3380,58@4927,"[[1339, 1]]",3.0
3381,37@3930,"[[1479, 1]]",5.0
3382,22@4259,"[[77, 1], [643, 1], [1423, 1]]",4.0
3383,70@3348,"[[777, 1]]",5.0
3384,125@1756,"[[1714, 1], [1096, 1], [1548, 1], [2036, 1]]",3.0
3385,147@3022,"[[607, 1]]",5.0
3386,106@3610,"[[941, 1], [1670, 1], [596, 1]]",5.0
3387,31@97,"[[1273, 1], [1423, 1]]",3.0
3388,3@2519,"[[268, 1], [1650, 1]]",4.0
3389,99@2704,"[[1763, 1]]",4.0
3390,92@3914,"[[1874, 1]]",4.0
3391,105@3785,"[[1479, 1], [1078, 1], [186, 1]]",3.0
3392,62@2667,"[[268, 1], [77, 1], [491, 1], [777, 1], [1928, 1]]",3.0
3393,56@451,"[[142, 1], [689, 1], [1155, 1], [1567, 1], [1213, 1], [558, 1]]",4.0
3394,15@656,"[[69, 1], [1874, 1], [1780, 1], [1213, 1]]",4.0
3395,51@1372,"[[31, 1], [1479, 1], [1946, 1]]",4.0
3396,67@3017,"[[705, 1], [1023, 1], [2036, 1], [1514, 1], [428, 1]]",3.0
3397,29@5004,"[[1155, 1], [896, 1], [1850, 1]]",5.0
3398,88@2284,"[[941, 1], [1844, 1], [799, 1], [2048, 1], [255, 1]]",4.0
3399,150@2076,"[[77, 1], [755, 1], [186, 1], [1956, 1], [1177, 1]]",5.0
3400,92@5187,"[[142, 1], [596, 1]]",3.0
3401,42@909,"[[1475, 1]]",4.0
3402,15@1777,"[[757, 1], [62, 1]]",4.0
3403,1@3924,"[[208, 1], [194, 1], [88, 1], [605, 1], [88, 1], [2087, 1]]",3.0
3404,96@2156,"[[565, 1], [246, 1], [1213, 1]]",4.0
3405,112@4416,"[[152, 1]]",4.0
3406,100@3562,"[[1145, 1], [1189, 1], [268, 1], [642, 1]]",1.0
3407,96@5205,"[[1946, 1]]",3.0
3408,149@5154,"[[1078, 1], [186, 1], [1423, 1], [883, 1]]",5.0
3409,42@3272,"[[85, 1], [101, 1], [102, 1], [1399, 1]]",4.0
3410,102@2285,"[[1536, 1], [1023, 1], [526, 1], [569, 1], [76, 1]]",4.0
3411,15@3300,"[[1457, 1], [261, 1], [1315, 1], [1844, 1]]",4.0
3412,105@3967,"[[1755, 1]]",5.0
3413,46@3689,"[[1213, 1], [549, 1], [1479, 1], [992, 1], [1213, 1]]",4.5
3414,142@638,"[[1441, 1], [1213, 1]]",4.0
3415,142@3137,"[[1273, 1]]",4.0
3416,35@5026,"[[152, 1], [142, 1], [777, 1], [556, 1], [1210, 1], [433, 1]]",4.0
3417,131@3758,"[[795, 1], [1979, 1]]",5.0
3418,15@839,"[[1521, 1]]",2.0
3419,116@4292,"[[2016, 1], [2016, 1]]",5.0
3420,48@3815,"[[1913, 1]]",3.0
3421,75@2751,"[[941, 1], [436, 1], [731, 1], [15, 1], [2089, 1], [1210, 1]]",3.0
3422,28@1681,"[[152, 1], [941, 1], [792, 1], [1262, 1], [669, 1]]",5.0
3423,59@594,"[[941, 1], [608, 1], [835, 1], [186, 1], [1946, 1], [1917, 1], [1367, 1], [1948, 1]]",4.0
3424,88@4415,"[[592, 1], [792, 1]]",4.0
3425,18@5137,"[[1213, 1]]",4.0
3426,31@5094,"[[268, 1], [88, 1]]",4.0
3427,28@1520,"[[795, 1]]",5.0
3428,108@5251,"[[1155, 1], [186, 1], [1744, 1], [515, 1], [607, 1], [1366, 1], [1744, 1]]",4.0
3429,89@2714,"[[1172, 1]]",5.0
3430,147@4722,"[[705, 1], [1874, 1], [705, 1]]",4.0
3431,114@4147,"[[589, 1], [1423, 1]]",3.0
3432,144@4791,"[[1126, 1], [1475, 1]]",4.0
3433,48@1488,"[[1869, 1], [1479, 1]]",2.0
3434,111@349,"[[736, 1], [1315, 1], [1956, 1], [176, 1], [992, 1]]",5.0
3435,10@878,"[[324, 1], [1278, 1], [1263, 1], [324, 1]]",4.5
3436,121@4872,"[[1093, 1], [1048, 1], [792, 1], [1475, 1], [644, 1], [109, 1]]",5.0
3437,116@4371,"[[268, 1], [588, 1], [896, 1], [1350, 1]]",3.0
3438,95@3937,"[[736, 1]]",2.0
3439,54@117,"[[146, 1], [835, 1], [186, 1]]",4.0
3440,99@2651,"[[1978, 1]]",4.0
3441,142@961,"[[562, 1]]",5.0
3442,131@3796,"[[1567, 1], [1567, 1], [731, 1]]",4.0
3443,95@2394,"[[186, 1], [643, 1], [596, 1]]",2.0
3444,29@481,"[[1441, 1], [1479, 1], [1694, 1], [563, 1]]",5.0
3445,51@4847,"[[268, 1], [1928, 1], [1946, 1], [195, 1], [62, 1]]",5.0
3446,149@1983,"[[1126, 1], [1763, 1], [1423, 1], [311, 1], [1732, 1]]",4.0
3447,59@573,"[[28, 1]]",4.0
3448,85@4526,"[[142, 1], [1023, 1]]",4.0
3449,48@725,"[[152, 1], [607, 1]]",5.0
3450,69@981,"[[186, 1]]",4.0
3451,9@177,"[[1548, 1]]",4.0
3452,67@491,"[[69, 1], [293, 1], [142, 1], [1172, 1], [246, 1], [1104, 1], [1213, 1]]",4.0
3453,37@5074,"[[581, 1], [293, 1], [516, 1], [1191, 1]]",1.0
3454,122@4899,"[[1189, 1], [1200, 1], [77, 1], [835, 1], [186, 1], [1213, 1], [1189, 1], [77, 1], [186, 1], [1200, 1]]",3.5
3455,149@3991,"[[61, 1], [1213, 1], [1023, 1]]",5.0
3456,59@2712,"[[2090, 1]]",4.0
3457,48@3243,"[[1482, 1], [828, 1]]",4.0
3458,139@2253,"[[77, 1], [2, 1]]",3.0
3459,81@3526,"[[1023, 1], [1213, 1], [709, 1]]",4.5
3460,145@2297,"[[1210, 1]]",2.0
3461,56@901,"[[1093, 1], [549, 1], [137, 1], [596, 1]]",4.0
3462,35@4677,"[[757, 1], [581, 1], [65, 1], [556, 1], [246, 1], [331, 1]]",4.0
3463,10@221,"[[1866, 1], [249, 1], [1941, 1]]",5.0
3464,76@1305,"[[409, 1], [1870, 1]]",2.0
3465,151@1653,"[[1873, 1], [1096, 1], [246, 1], [1928, 1], [731, 1], [293, 1], [1096, 1], [186, 1], [191, 1], [1144, 1], [246, 1], [115, 1], [1213, 1], [731, 1]]",3.0
3466,15@4141,"[[1172, 1], [1213, 1], [1732, 1]]",4.0
3467,9@2058,"[[757, 1], [1479, 1], [62, 1]]",3.0
3468,45@1943,"[[152, 1], [1947, 1], [8, 1], [1172, 1], [1315, 1]]",5.0
3469,1@4731,"[[1155, 1], [1213, 1]]",4.0
3470,35@1946,"[[973, 1], [268, 1], [597, 1], [1991, 1], [539, 1]]",4.0
3471,3@1739,"[[1423, 1]]",4.0
3472,54@4592,"[[1372, 1], [268, 1], [565, 1], [872, 1]]",2.5
3473,108@5092,"[[293, 1], [589, 1], [1692, 1], [835, 1], [943, 1], [1323, 1], [421, 1], [324, 1], [1369, 1]]",3.0
3474,54@702,"[[62, 1]]",4.0
3475,65@417,"[[1978, 1], [1996, 1], [1874, 1]]",2.0
3476,64@2263,"[[1078, 1], [341, 1], [191, 1], [1874, 1], [1213, 1]]",4.0
3477,61@3951,"[[775, 1]]",3.0
3478,56@3664,"[[88, 1]]",4.0
3479,104@2123,"[[1546, 1], [795, 1]]",4.0
3480,151@645,"[[1096, 1], [186, 1], [1567, 1], [731, 1], [592, 1], [941, 1], [428, 1], [1213, 1]]",2.0
3481,85@3699,"[[1825, 1], [293, 1], [581, 1], [835, 1], [1155, 1], [1487, 1], [731, 1]]",3.0
3482,91@3604,"[[643, 1], [557, 1], [1213, 1], [376, 1]]",4.0
3483,149@2262,"[[152, 1], [694, 1], [1078, 1], [1650, 1]]",4.0
3484,106@4915,"[[157, 1], [1869, 1], [839, 1], [1567, 1], [761, 1]]",4.0
3485,2@1572,"[[1873, 1], [1731, 1], [246, 1], [1213, 1], [1650, 1]]",4.0
3486,16@977,"[[202, 1], [829, 1]]",5.0
3487,35@5177,"[[1155, 1], [501, 1], [256, 1], [1928, 1], [993, 1], [1620, 1], [1487, 1], [1317, 1]]",5.0
3488,102@703,"[[596, 1], [1447, 1]]",4.0
3489,38@1702,"[[1155, 1], [1423, 1]]",4.0
3490,10@4600,"[[1273, 1], [853, 1]]",4.0
3491,149@2955,"[[1514, 1]]",3.0
3492,51@2895,"[[1189, 1], [835, 1], [1213, 1]]",4.0
3493,123@484,"[[186, 1], [428, 1], [1273, 1], [137, 1], [1874, 1], [1273, 1], [61, 1], [137, 1]]",3.0
3494,67@462,"[[1096, 1], [736, 1], [1023, 1], [293, 1], [1172, 1], [278, 1]]",4.0
3495,102@4019,"[[186, 1], [1536, 1], [1888, 1]]",4.0
3496,146@33,"[[152, 1], [592, 1], [941, 1], [1093, 1], [689, 1], [1963, 1], [1479, 1], [62, 1], [1213, 1]]",5.0
3497,32@2320,"[[246, 1]]",4.0
3498,51@2721,"[[1514, 1]]",4.0
3499,110@46,"[[777, 1], [62, 1]]",5.0
3500,139@35,"[[1189, 1], [581, 1]]",3.0
3501,3@2191,"[[77, 1], [1983, 1], [1565, 1], [1308, 1], [1867, 1]]",4.0
3502,43@1153,"[[1418, 1], [1210, 1], [1423, 1], [1574, 1], [1093, 1], [1213, 1]]",3.0
3503,134@353,"[[152, 1], [1692, 1], [123, 1], [4, 1], [559, 1], [1641, 1], [581, 1], [460, 1], [1397, 1], [1874, 1], [1213, 1]]",5.0
3504,70@5258,"[[1023, 1], [1263, 1]]",4.0
3505,98@1705,"[[498, 1], [1913, 1], [586, 1]]",4.0
3506,79@27,"[[565, 1], [1423, 1], [1213, 1]]",4.0
3507,147@1367,"[[1093, 1], [1213, 1], [1928, 1], [928, 1]]",5.0
3508,149@3395,"[[1172, 1], [1423, 1], [1172, 1]]",3.0
3509,146@2679,"[[1367, 1], [1078, 1], [1096, 1], [1874, 1], [1213, 1], [1683, 1]]",4.0
3510,10@3417,"[[186, 1]]",5.0
3511,76@3227,"[[1869, 1], [1093, 1], [479, 1], [547, 1], [1213, 1], [605, 1], [137, 1], [1530, 1]]",4.0
3512,150@296,"[[777, 1], [1423, 1]]",4.0
3513,147@4487,"[[694, 1], [2036, 1], [2073, 1]]",4.0
3514,79@3562,"[[1189, 1], [1874, 1], [1369, 1]]",5.0
3515,98@3095,"[[1479, 1], [246, 1]]",3.0
3516,16@4443,"[[268, 1]]",2.0
3517,10@2415,"[[1873, 1]]",3.0
3518,99@3809,"[[941, 1], [2062, 1]]",2.0
3519,81@26,"[[1247, 1], [2038, 1]]",5.0
3520,38@1236,"[[294, 1]]",5.0
3521,31@2817,"[[2062, 1]]",5.0
3522,28@4993,"[[1874, 1], [324, 1]]",4.0
3523,88@5128,"[[1323, 1], [556, 1], [509, 1]]",4.0
3524,50@4178,"[[757, 1], [1093, 1], [182, 1], [1714, 1], [705, 1], [549, 1], [1479, 1], [596, 1], [1213, 1], [1541, 1]]",5.0
3525,51@127,"[[163, 1]]",4.0
3526,101@3084,"[[1189, 1], [689, 1], [445, 1]]",4.0
3527,2@4651,"[[186, 1], [353, 1], [1732, 1], [601, 1]]",4.0
3528,149@1663,"[[1172, 1], [1315, 1], [596, 1]]",5.0
3529,26@482,"[[293, 1], [1023, 1], [1530, 1], [62, 1]]",4.0
3530,92@782,"[[1441, 1]]",3.0
3531,38@5127,"[[319, 1]]",4.0
3532,144@899,"[[1345, 1]]",5.0
3533,113@717,"[[1096, 1], [557, 1], [731, 1]]",4.0
3534,143@4226,"[[941, 1], [186, 1], [1273, 1]]",5.0
3535,146@541,"[[293, 1], [736, 1], [1315, 1], [1172, 1]]",4.0
3536,10@1897,"[[736, 1], [733, 1], [428, 1], [1956, 1]]",3.0
3537,79@1282,"[[1869, 1], [167, 1], [161, 1], [731, 1]]",5.0
3538,92@1218,"[[592, 1], [941, 1], [1963, 1], [1928, 1], [1991, 1]]",4.0
3539,127@215,"[[574, 1]]",5.0
3540,32@233,"[[689, 1], [186, 1], [910, 1], [223, 1], [1213, 1]]",4.0
3541,79@2874,"[[565, 1], [750, 1], [969, 1]]",4.0
3542,28@804,"[[1674, 1], [1983, 1], [186, 1], [388, 1]]",3.0
3543,104@4877,"[[142, 1], [449, 1], [1548, 1], [727, 1], [992, 1], [644, 1], [449, 1], [727, 1]]",5.0
3544,39@2764,"[[643, 1], [25, 1], [1273, 1]]",3.0
3545,6@3735,"[[1213, 1], [1213, 1]]",3.0
3546,62@9,"[[186, 1]]",4.0
3547,146@595,"[[1078, 1], [689, 1], [143, 1], [186, 1]]",4.0
3548,48@342,"[[1869, 1], [1931, 1], [268, 1], [77, 1], [1155, 1], [596, 1], [565, 1], [923, 1]]",2.0
3549,99@2354,"[[1869, 1], [556, 1], [1210, 1], [1009, 1], [1171, 1]]",4.0
3550,58@4790,"[[2016, 1], [1913, 1]]",3.0
3551,146@1560,"[[342, 1], [1857, 1]]",4.0
3552,18@2724,"[[101, 1]]",4.0
3553,26@3373,"[[1423, 1], [2073, 1], [738, 1], [1423, 1]]",3.0
3554,42@4547,"[[689, 1], [751, 1], [969, 1], [1650, 1], [1968, 1]]",4.0
3555,10@2467,"[[757, 1]]",4.0
3556,122@330,"[[208, 1], [1996, 1], [1479, 1], [1874, 1], [88, 1], [1278, 1], [496, 1], [88, 1]]",5.0
3557,66@428,"[[705, 1], [1543, 1], [353, 1], [1479, 1]]",4.0
3558,56@909,"[[1530, 1]]",4.0
3559,67@3990,"[[1869, 1], [77, 1], [635, 1], [1491, 1], [496, 1], [896, 1], [516, 1], [77, 1]]",4.0
3560,88@3224,"[[1971, 1], [1126, 1]]",4.0
3561,131@1184,"[[130, 1]]",4.0
3562,142@5082,"[[1288, 1], [1081, 1]]",4.0
3563,93@2343,"[[1692, 1], [1178, 1], [1273, 1]]",4.0
3564,135@4526,"[[186, 1], [605, 1]]",5.0
3565,51@1778,"[[186, 1], [643, 1]]",3.0
3566,100@4850,"[[1479, 1], [1874, 1], [1717, 1], [479, 1], [246, 1], [61, 1], [1732, 1]]",3.0
3567,99@5124,"[[929, 1]]",3.0
3568,36@3174,"[[1441, 1], [629, 1], [186, 1], [777, 1], [586, 1]]",5.0
3569,62@3978,"[[1738, 1], [1215, 1]]",5.0
3570,1@5092,"[[268, 1], [77, 1], [1155, 1], [755, 1], [1527, 1], [777, 1], [565, 1]]",3.0
3571,104@3951,"[[496, 1], [1808, 1]]",4.0
3572,149@997,"[[694, 1], [428, 1], [246, 1]]",5.0
3573,85@2704,"[[1215, 1]]",5.0
3574,75@766,"[[1657, 1], [596, 1], [1913, 1]]",1.0
3575,91@100,"[[341, 1], [1714, 1], [1096, 1], [1567, 1], [1731, 1], [61, 1]]",4.0
3576,78@2268,"[[674, 1]]",4.0
3577,116@412,"[[694, 1], [1692, 1], [1714, 1], [1418, 1], [186, 1], [493, 1]]",4.0
3578,89@522,"[[1155, 1], [1629, 1], [1423, 1], [445, 1], [1648, 1], [989, 1], [186, 1], [1928, 1]]",5.0
3579,19@4123,"[[581, 1], [1155, 1], [460, 1], [718, 1]]",2.0
3580,89@813,"[[293, 1], [1714, 1], [1731, 1], [1963, 1], [1315, 1], [1321, 1]]",3.0
3581,11@2987,"[[662, 1]]",5.0
3582,54@2538,"[[1674, 1], [77, 1], [1983, 1], [565, 1], [268, 1], [516, 1]]",4.0
3583,106@199,"[[1050, 1], [1873, 1], [293, 1], [9, 1], [186, 1], [596, 1], [1213, 1], [305, 1]]",4.0
3584,100@660,"[[596, 1], [246, 1]]",2.0
3585,101@821,"[[1652, 1], [1248, 1], [580, 1], [605, 1], [1078, 1]]",4.0
3586,152@2404,"[[47, 1], [1213, 1]]",3.0
3587,16@4178,"[[1093, 1], [1441, 1]]",5.0
3588,122@4753,"[[293, 1], [176, 1]]",3.0
3589,35@3234,"[[607, 1], [324, 1], [428, 1]]",5.0
3590,61@4327,"[[476, 1]]",4.0
3591,31@2816,"[[186, 1], [2036, 1], [1290, 1]]",4.0
3592,58@559,"[[1155, 1], [676, 1], [186, 1], [1397, 1], [1928, 1]]",5.0
3593,49@4284,"[[792, 1], [1671, 1]]",5.0
3594,150@1218,"[[928, 1], [556, 1], [731, 1]]",4.0
3595,145@4607,"[[1231, 1], [353, 1]]",5.0
3596,2@3186,"[[1979, 1]]",3.0
3597,50@268,"[[551, 1], [810, 1], [2030, 1], [1423, 1]]",3.0
3598,89@2863,"[[1978, 1], [1479, 1], [88, 1], [861, 1]]",3.0
3599,6@3124,"[[1135, 1]]",4.0
3600,92@561,"[[597, 1], [643, 1], [941, 1], [1877, 1]]",4.0
3601,84@484,"[[1273, 1]]",4.0
3602,68@330,"[[781, 1], [42, 1]]",5.0
3603,50@3920,"[[592, 1], [891, 1], [1096, 1], [876, 1], [1023, 1], [1567, 1]]",3.0
3604,93@2215,"[[294, 1], [694, 1]]",3.5
3605,149@969,"[[1931, 1], [596, 1], [941, 1], [1931, 1], [596, 1], [941, 1]]",5.0
3606,17@1289,"[[969, 1]]",4.0
3607,146@4357,"[[1473, 1]]",5.0
3608,108@969,"[[1093, 1], [736, 1], [810, 1], [526, 1], [1016, 1]]",5.0
3609,61@4748,"[[62, 1]]",2.0
3610,126@2411,"[[1213, 1]]",4.0
3611,70@4246,"[[1953, 1], [592, 1]]",4.0
3612,21@3216,"[[268, 1], [959, 1], [1639, 1], [848, 1]]",4.0
3613,108@514,"[[946, 1]]",4.0
3614,132@2684,"[[561, 1], [581, 1], [268, 1], [1155, 1], [445, 1]]",5.0
3615,1@363,"[[163, 1]]",5.0
3616,108@5152,"[[214, 1], [806, 1], [380, 1], [445, 1], [1467, 1], [2024, 1]]",4.5
3617,102@1618,"[[1674, 1], [186, 1], [1323, 1], [1368, 1], [596, 1], [255, 1], [351, 1], [385, 1]]",3.0
3618,142@2123,"[[1978, 1], [591, 1]]",4.0
3619,43@755,"[[592, 1], [152, 1], [1953, 1], [1213, 1]]",5.0
3620,120@1540,"[[1213, 1], [1956, 1], [1719, 1], [1983, 1], [501, 1], [268, 1], [607, 1], [596, 1], [1867, 1]]",4.0
3621,46@1237,"[[1096, 1], [186, 1]]",3.0
3622,140@9,"[[592, 1], [941, 1], [736, 1], [1874, 1], [2046, 1]]",4.0
3623,146@1746,"[[581, 1], [1543, 1], [274, 1], [1014, 1], [832, 1], [1928, 1], [581, 1], [1423, 1], [149, 1]]",2.0
3624,78@2007,"[[1612, 1], [273, 1], [1794, 1], [1690, 1]]",4.0
3625,118@1196,"[[1243, 1], [21, 1], [795, 1]]",4.0
3626,10@5119,"[[1248, 1], [1660, 1], [171, 1], [605, 1], [913, 1], [186, 1], [1479, 1], [1529, 1]]",4.5
3627,34@4757,"[[592, 1], [1155, 1], [1487, 1]]",2.0
3628,73@900,"[[777, 1], [777, 1]]",1.0
3629,56@2212,"[[1674, 1], [268, 1], [460, 1], [1397, 1], [1874, 1], [246, 1], [1213, 1]]",5.0
3630,17@38,"[[270, 1], [1874, 1], [1928, 1]]",4.0
3631,32@1240,"[[1441, 1], [2016, 1]]",5.0
3632,146@3028,"[[1757, 1]]",3.0
3633,63@3341,"[[1913, 1]]",5.0
3634,8@3041,"[[1023, 1]]",2.0
3635,24@3776,"[[1873, 1]]",5.0
3636,91@2021,"[[182, 1]]",4.0
3637,47@978,"[[1155, 1], [1780, 1]]",3.0
3638,22@201,"[[564, 1], [1873, 1], [268, 1], [1096, 1], [1155, 1], [777, 1], [1567, 1], [1948, 1], [1946, 1], [1243, 1], [1134, 1]]",2.0
3639,59@2215,"[[694, 1], [694, 1]]",5.0
3640,100@1535,"[[246, 1]]",2.0
3641,42@3256,"[[1787, 1], [243, 1], [703, 1], [743, 1], [1479, 1], [246, 1], [697, 1]]",4.0
3642,42@1435,"[[15, 1], [596, 1]]",3.0
3643,42@4853,"[[792, 1], [1023, 1], [137, 1]]",4.0
3644,8@133,"[[501, 1], [1273, 1], [445, 1], [605, 1]]",5.0
3645,140@3949,"[[1479, 1], [596, 1], [1023, 1], [1928, 1]]",3.0
3646,21@4967,"[[69, 1]]",1.0
3647,51@2670,"[[1124, 1]]",3.0
3648,99@1653,"[[1096, 1], [1301, 1]]",3.0
3649,39@552,"[[186, 1], [1618, 1], [1023, 1], [1956, 1], [777, 1]]",4.0
3650,42@3518,"[[1023, 1]]",4.0
3651,101@2918,"[[1189, 1], [1850, 1]]",3.0
3652,127@3647,"[[941, 1], [1068, 1], [941, 1], [1068, 1]]",5.0
3653,35@2026,"[[1869, 1], [2071, 1], [246, 1], [731, 1]]",3.0
3654,58@4021,"[[757, 1], [1155, 1], [1425, 1]]",5.0
3655,113@4328,"[[590, 1], [605, 1], [526, 1]]",2.0
3656,56@395,"[[773, 1], [1142, 1], [268, 1], [545, 1], [11, 1], [596, 1], [60, 1], [1213, 1], [1369, 1], [1418, 1], [523, 1]]",4.0
3657,149@2066,"[[1288, 1]]",5.0
3658,32@1031,"[[565, 1], [336, 1], [1213, 1]]",4.0
3659,137@943,"[[605, 1]]",3.0
3660,51@3332,"[[312, 1], [186, 1], [470, 1], [1946, 1], [2043, 1]]",4.0
3661,19@4169,"[[941, 1], [142, 1], [1590, 1]]",3.0
3662,59@5132,"[[2034, 1], [1674, 1], [2089, 1], [496, 1], [604, 1], [1083, 1]]",4.0
3663,7@727,"[[1016, 1], [761, 1]]",5.0
3664,16@3139,"[[28, 1], [1946, 1]]",4.0
3665,142@963,"[[186, 1], [186, 1]]",4.0
3666,136@530,"[[1874, 1], [62, 1]]",4.0
3667,138@5060,"[[289, 1], [2055, 1], [705, 1], [2036, 1], [1423, 1]]",5.0
3668,122@1414,"[[757, 1]]",4.0
3669,67@1343,"[[70, 1], [1213, 1]]",4.0
3670,61@632,"[[694, 1], [186, 1]]",4.0
3671,106@1367,"[[1096, 1], [131, 1], [1567, 1], [1828, 1], [596, 1]]",2.0
3672,138@1218,"[[694, 1]]",4.0
3673,1@4915,"[[581, 1], [268, 1], [186, 1], [969, 1], [1213, 1], [1529, 1]]",4.0
3674,47@2213,"[[1744, 1]]",5.0
3675,126@3583,"[[244, 1], [1546, 1], [1479, 1], [186, 1]]",4.0
3676,78@4757,"[[941, 1], [551, 1], [1956, 1], [1956, 1]]",3.0
3677,146@4195,"[[2071, 1], [1530, 1], [596, 1], [1530, 1]]",5.0
3678,106@3800,"[[1126, 1], [2036, 1], [1479, 1], [596, 1], [1888, 1], [1946, 1]]",3.0
3679,149@2258,"[[1925, 1]]",4.0
3680,107@4137,"[[662, 1]]",5.0
3681,103@2201,"[[268, 1], [470, 1], [1213, 1]]",4.0
3682,3@4665,"[[1873, 1], [1874, 1]]",4.0
3683,137@4625,"[[671, 1], [2093, 1], [731, 1], [759, 1], [481, 1], [2015, 1]]",5.0
3684,125@4994,"[[460, 1], [604, 1]]",2.0
3685,28@3979,"[[1913, 1], [1114, 1]]",5.0
3686,103@2965,"[[604, 1]]",2.0
3687,101@2581,"[[592, 1], [186, 1], [969, 1]]",3.0
3688,50@559,"[[24, 1], [835, 1], [1155, 1], [460, 1], [11, 1], [1928, 1], [959, 1]]",2.0
3689,35@3187,"[[1423, 1]]",3.0
3690,150@1989,"[[565, 1], [969, 1], [605, 1], [1479, 1]]",4.0
3691,149@3531,"[[491, 1], [1946, 1]]",4.0
3692,140@4585,"[[293, 1], [1080, 1], [1651, 1], [596, 1], [1423, 1], [1104, 1]]",4.0
3693,20@105,"[[1026, 1], [1565, 1], [1341, 1], [1213, 1], [1104, 1]]",3.0
3694,42@1289,"[[941, 1], [1873, 1], [1479, 1], [731, 1]]",3.0
3695,88@3733,"[[1213, 1]]",3.0
3696,151@714,"[[1978, 1]]",3.0
3697,56@4655,"[[1719, 1], [689, 1], [1692, 1], [1530, 1], [246, 1], [2015, 1], [1479, 1]]",5.0
3698,129@977,"[[1889, 1], [876, 1], [1023, 1], [1172, 1], [1874, 1], [479, 1], [1956, 1]]",5.0
3699,2@5233,"[[1869, 1]]",5.0
3700,99@1110,"[[1213, 1]]",4.0
3701,3@795,"[[186, 1], [1023, 1], [969, 1], [476, 1]]",4.0
3702,127@311,"[[230, 1]]",4.0
3703,111@428,"[[1931, 1], [1023, 1], [1263, 1]]",4.0
3704,57@495,"[[15, 1], [293, 1], [845, 1], [1172, 1], [1273, 1], [246, 1], [73, 1], [969, 1]]",4.0
3705,46@3588,"[[238, 1], [1155, 1], [186, 1], [445, 1], [1213, 1]]",5.0
3706,50@4230,"[[635, 1], [1996, 1], [1874, 1], [500, 1]]",4.0
3707,131@3930,"[[861, 1], [1273, 1]]",5.0
3708,92@5094,"[[496, 1]]",3.0
3709,54@4789,"[[1096, 1], [385, 1]]",3.0
3710,101@1854,"[[137, 1], [1874, 1], [1479, 1]]",5.0
3711,79@2738,"[[569, 1]]",4.0
3712,100@1417,"[[376, 1], [1928, 1]]",3.0
3713,87@798,"[[137, 1], [761, 1], [130, 1]]",3.0
3714,15@2728,"[[1979, 1]]",3.0
3715,38@878,"[[324, 1]]",5.0
3716,42@560,"[[2024, 1], [1026, 1], [731, 1], [1093, 1], [1023, 1], [1479, 1], [1861, 1]]",5.0
3717,109@2922,"[[293, 1], [268, 1], [835, 1], [914, 1], [1661, 1], [545, 1], [1239, 1], [124, 1], [969, 1], [1815, 1], [969, 1]]",4.0
3718,146@2096,"[[152, 1], [1530, 1], [218, 1], [753, 1]]",4.0
3719,119@565,"[[1372, 1], [1200, 1], [142, 1], [676, 1], [877, 1], [596, 1], [731, 1]]",4.0
3720,31@1981,"[[592, 1], [705, 1], [605, 1]]",4.0
3721,16@2989,"[[896, 1]]",5.0
3722,102@1440,"[[26, 1]]",3.0
3723,102@1708,"[[777, 1]]",4.0
3724,114@3104,"[[324, 1], [2043, 1]]",4.0
3725,144@4617,"[[758, 1], [1582, 1], [1874, 1], [292, 1]]",4.0
3726,144@5170,"[[736, 1], [738, 1], [2089, 1], [324, 1], [694, 1], [1418, 1], [1273, 1], [731, 1]]",5.0
3727,50@1784,"[[1873, 1], [1099, 1], [1968, 1], [643, 1], [990, 1], [246, 1], [1355, 1], [1696, 1], [689, 1], [30, 1], [249, 1]]",3.5
3728,109@616,"[[835, 1], [445, 1], [1213, 1]]",3.0
3729,139@2546,"[[477, 1], [640, 1]]",4.0
3730,60@4178,"[[592, 1]]",4.0
3731,151@3709,"[[268, 1], [777, 1], [1567, 1], [230, 1], [385, 1], [1514, 1], [1213, 1], [731, 1], [1096, 1]]",2.0
3732,81@4375,"[[1305, 1]]",3.0
3733,3@5009,"[[285, 1], [140, 1], [961, 1]]",3.5
3734,42@3808,"[[1525, 1], [1925, 1], [795, 1], [795, 1], [795, 1], [795, 1], [795, 1]]",4.2
3735,64@4441,"[[795, 1], [795, 1], [1979, 1]]",3.0
3736,130@3713,"[[1874, 1]]",4.0
3737,92@1474,"[[1479, 1]]",4.0
3738,48@3337,"[[1145, 1], [581, 1], [1873, 1], [2067, 1], [799, 1], [180, 1], [581, 1], [9, 1], [186, 1]]",1.0
3739,86@1700,"[[376, 1], [1487, 1], [1617, 1], [1651, 1], [1104, 1]]",4.0
3740,61@1181,"[[919, 1]]",4.0
3741,142@1719,"[[1155, 1], [479, 1]]",5.0
3742,46@239,"[[294, 1]]",5.0
