,0,1,2
4825,92@2986,"[[1279, 1]]",4.0
4826,107@4588,"[[1947, 1], [668, 1]]",3.0
4827,56@5182,"[[1931, 1]]",4.0
4828,83@2091,"[[694, 1], [1023, 1], [318, 1]]",2.0
4829,119@2651,"[[1085, 1], [1925, 1], [1979, 1]]",4.0
4830,118@205,"[[101, 1]]",4.0
4831,38@3496,"[[694, 1], [294, 1]]",4.0
4832,81@2896,"[[83, 1], [777, 1], [186, 1], [1213, 1], [633, 1]]",4.0
4833,39@1680,"[[853, 1]]",2.0
4834,118@3201,"[[1482, 1]]",3.0
4835,32@1151,"[[1977, 1]]",3.0
4836,74@3046,"[[1567, 1], [385, 1]]",3.0
4837,110@2234,"[[1243, 1], [1991, 1], [643, 1], [1213, 1], [1956, 1]]",3.0
4838,7@4977,"[[1023, 1], [1963, 1], [1888, 1], [1873, 1], [1023, 1]]",2.0
4839,66@659,"[[77, 1], [130, 1], [835, 1]]",4.0
4840,144@4307,"[[590, 1], [102, 1]]",4.0
4841,147@4411,"[[142, 1]]",4.0
4842,129@4231,"[[268, 1]]",4.0
4843,96@952,"[[630, 1]]",5.0
4844,10@1983,"[[689, 1], [1888, 1]]",4.0
4845,0@254,"[[1397, 1]]",4.0
4846,8@3604,"[[1796, 1]]",5.0
4847,86@4105,"[[1350, 1]]",4.0
4848,140@4981,"[[980, 1], [62, 1]]",3.0
4849,39@1885,"[[736, 1], [1023, 1], [428, 1], [1479, 1], [62, 1]]",4.0
4850,67@632,"[[1224, 1], [1685, 1], [694, 1]]",4.0
4851,32@5129,"[[1213, 1], [232, 1]]",4.0
4852,85@4125,"[[1567, 1], [1213, 1], [1866, 1]]",5.0
4853,59@1654,"[[1869, 1], [268, 1], [65, 1], [565, 1]]",4.0
4854,35@2360,"[[133, 1]]",3.0
4855,80@786,"[[2016, 1]]",4.0
4856,26@1714,"[[1479, 1]]",5.0
4857,64@3695,"[[777, 1]]",3.0
4858,18@584,"[[1692, 1], [871, 1], [1267, 1], [1963, 1]]",3.0
4859,79@2986,"[[835, 1], [1479, 1], [1213, 1], [174, 1]]",4.0
4860,17@765,"[[152, 1], [1213, 1]]",4.0
4861,99@1236,"[[757, 1], [1874, 1], [1687, 1]]",4.0
4862,79@2665,"[[268, 1], [1047, 1]]",3.0
4863,149@1837,"[[1674, 1], [676, 1], [565, 1], [1423, 1], [1213, 1], [1677, 1]]",4.0
4864,137@1674,"[[1479, 1], [1172, 1], [496, 1], [1172, 1]]",3.5
4865,63@5077,"[[1719, 1], [1213, 1]]",5.0
4866,106@659,"[[142, 1], [1487, 1], [1639, 1], [1731, 1], [1210, 1], [731, 1]]",4.0
4867,35@3056,"[[1093, 1], [422, 1], [1889, 1], [1172, 1], [992, 1], [731, 1]]",4.0
4868,22@2204,"[[1213, 1]]",2.0
4869,56@4293,"[[202, 1], [1189, 1], [689, 1], [640, 1], [1441, 1], [643, 1], [1397, 1], [1874, 1], [246, 1], [1979, 1], [446, 1]]",4.0
4870,140@1331,"[[152, 1], [1093, 1], [293, 1], [1355, 1], [1423, 1], [1213, 1]]",3.0
4871,68@997,"[[694, 1]]",3.0
4872,58@32,"[[88, 1]]",5.0
4873,144@734,"[[1273, 1]]",4.0
4874,141@2887,"[[591, 1], [777, 1]]",2.0
4875,31@2656,"[[186, 1], [2046, 1]]",5.0
4876,146@4281,"[[62, 1], [646, 1]]",3.0
4877,112@1720,"[[1567, 1], [1213, 1], [1213, 1]]",4.0
4878,147@3930,"[[2073, 1]]",4.0
4879,92@3476,"[[1976, 1], [268, 1]]",2.0
4880,140@2812,"[[130, 1], [738, 1], [810, 1], [643, 1], [526, 1], [2036, 1], [1888, 1], [969, 1], [1946, 1]]",4.0
4881,92@4553,"[[738, 1]]",3.0
4882,118@4275,"[[1925, 1], [795, 1]]",5.0
4883,147@4022,"[[1716, 1], [428, 1], [2014, 1]]",4.0
4884,107@84,"[[777, 1], [1278, 1], [1874, 1]]",3.0
4885,120@71,"[[1946, 1], [163, 1], [551, 1], [176, 1], [694, 1], [1104, 1]]",3.5
4886,51@464,"[[1418, 1], [1479, 1], [631, 1], [1946, 1]]",3.0
4887,100@1011,"[[186, 1], [246, 1], [1213, 1], [1222, 1]]",2.0
4888,45@474,"[[1744, 1], [565, 1], [87, 1]]",4.0
4889,147@2630,"[[592, 1], [1529, 1], [592, 1]]",3.0
4890,87@3040,"[[777, 1], [1655, 1], [1514, 1]]",4.0
4891,19@5244,"[[694, 1], [1155, 1], [1213, 1]]",4.0
4892,70@3656,"[[204, 1], [1441, 1]]",5.0
4893,83@1864,"[[1777, 1]]",2.0
4894,149@3333,"[[491, 1], [176, 1], [1946, 1]]",4.0
4895,100@4253,"[[186, 1], [1423, 1]]",3.0
4896,16@5219,"[[101, 1], [871, 1], [2030, 1]]",4.0
4897,43@4354,"[[324, 1], [1867, 1], [694, 1], [1796, 1]]",1.0
4898,101@2324,"[[1155, 1]]",3.0
4899,104@2781,"[[1674, 1], [268, 1], [1543, 1], [551, 1], [388, 1], [1397, 1], [1368, 1], [246, 1], [992, 1], [969, 1], [1213, 1], [965, 1]]",4.0
4900,65@1949,"[[1213, 1]]",5.0
4901,58@3858,"[[1357, 1]]",4.0
4902,31@3561,"[[941, 1], [1224, 1], [137, 1], [1874, 1], [246, 1], [969, 1]]",4.0
4903,51@2547,"[[1155, 1], [551, 1], [1308, 1], [1744, 1], [643, 1], [992, 1]]",4.0
4904,116@3924,"[[1829, 1], [248, 1], [88, 1]]",2.0
4905,11@3595,"[[1946, 1]]",5.0
4906,43@4626,"[[1874, 1], [1210, 1], [1986, 1]]",3.0
4907,56@5160,"[[1979, 1]]",4.0
4908,84@3483,"[[1372, 1], [24, 1], [69, 1], [293, 1], [1155, 1], [186, 1]]",4.0
4909,48@1191,"[[15, 1], [1172, 1], [1215, 1]]",4.0
4910,37@703,"[[1479, 1], [1213, 1]]",1.0
4911,149@364,"[[1870, 1], [1273, 1]]",4.0
4912,1@2872,"[[152, 1], [1210, 1], [569, 1], [1423, 1]]",5.0
4913,109@1282,"[[1674, 1], [31, 1], [1977, 1], [1052, 1], [1213, 1], [179, 1]]",4.0
4914,128@3914,"[[629, 1], [1278, 1], [939, 1]]",4.0
4915,87@3769,"[[1363, 1], [2073, 1]]",5.0
4916,87@1800,"[[186, 1]]",4.0
4917,103@1165,"[[736, 1]]",4.0
4918,113@3690,"[[1475, 1], [792, 1]]",3.0
4919,35@5179,"[[694, 1], [186, 1], [1732, 1]]",4.0
4920,60@3412,"[[1612, 1], [1567, 1], [385, 1], [1078, 1]]",3.0
4921,144@732,"[[324, 1]]",5.0
4922,121@3034,"[[795, 1]]",4.0
4923,98@2959,"[[581, 1], [146, 1], [186, 1]]",4.0
4924,151@2308,"[[969, 1]]",4.0
4925,146@1020,"[[434, 1], [641, 1], [1567, 1], [596, 1], [1213, 1], [956, 1]]",4.0
4926,99@4009,"[[738, 1], [565, 1], [1479, 1], [1210, 1], [1213, 1]]",1.0
4927,149@5239,"[[1543, 1]]",4.0
4928,60@1647,"[[777, 1], [1350, 1]]",4.0
4929,114@5046,"[[731, 1]]",4.0
4930,22@3316,"[[186, 1], [1023, 1], [2002, 1]]",5.0
4931,138@1653,"[[1096, 1], [777, 1], [1213, 1]]",5.0
4932,76@1306,"[[428, 1], [1213, 1], [1928, 1]]",5.0
4933,101@5215,"[[152, 1], [293, 1], [1172, 1], [969, 1], [1853, 1]]",4.0
4934,34@5154,"[[565, 1], [731, 1], [1491, 1]]",5.0
4935,62@3625,"[[61, 1]]",2.0
4936,149@0,"[[746, 1], [2072, 1], [1567, 1]]",4.0
4937,38@635,"[[246, 1], [1096, 1], [804, 1]]",2.0
4938,92@3091,"[[268, 1], [768, 1], [186, 1], [1928, 1], [186, 1]]",4.0
4939,114@593,"[[1874, 1]]",4.0
4940,17@4528,"[[15, 1], [757, 1], [101, 1], [1273, 1], [1423, 1], [61, 1], [1349, 1]]",4.0
4941,144@3530,"[[1752, 1], [993, 1], [161, 1], [1397, 1], [556, 1], [1210, 1], [6, 1], [1423, 1], [1213, 1]]",5.0
4942,149@2621,"[[1479, 1]]",3.0
4943,4@5260,"[[163, 1], [137, 1], [1874, 1], [1315, 1]]",4.0
4944,139@4377,"[[565, 1], [1032, 1], [565, 1]]",3.0
4945,118@2683,"[[293, 1], [268, 1], [581, 1], [596, 1]]",2.0
4946,40@1631,"[[1874, 1], [1690, 1]]",4.0
4947,108@4382,"[[268, 1], [1878, 1], [1009, 1], [2024, 1], [1956, 1]]",4.0
4948,16@2523,"[[643, 1]]",4.0
4949,28@1145,"[[202, 1], [77, 1], [407, 1], [1368, 1], [556, 1], [1874, 1], [405, 1]]",2.0
4950,83@3795,"[[777, 1], [1126, 1], [514, 1]]",4.0
4951,103@1789,"[[651, 1]]",4.0
4952,114@598,"[[1473, 1], [961, 1]]",3.0
4953,146@1985,"[[1692, 1], [1487, 1], [1189, 1]]",3.0
4954,120@4451,"[[293, 1], [137, 1]]",4.0
4955,20@4316,"[[1142, 1], [581, 1], [498, 1], [1213, 1]]",2.0
4956,150@5261,"[[1155, 1], [1777, 1], [767, 1]]",4.0
4957,1@4941,"[[1155, 1]]",4.0
4958,37@1748,"[[602, 1], [246, 1]]",5.0
4959,88@1013,"[[2054, 1]]",3.0
4960,109@613,"[[1062, 1], [1278, 1]]",2.0
4961,20@4624,"[[1273, 1]]",4.0
4962,68@4118,"[[1142, 1], [268, 1], [755, 1]]",4.0
4963,132@2862,"[[1913, 1]]",3.0
4964,49@344,"[[777, 1], [694, 1]]",4.0
4965,17@4985,"[[1869, 1], [2016, 1], [186, 1]]",5.0
4966,68@1779,"[[61, 1]]",5.0
4967,47@4924,"[[643, 1]]",4.0
4968,101@3508,"[[121, 1], [137, 1], [316, 1], [428, 1]]",5.0
4969,77@4024,"[[152, 1], [163, 1], [186, 1], [1567, 1], [1213, 1]]",5.0
4970,7@3183,"[[62, 1]]",3.0
4971,91@517,"[[1514, 1], [1213, 1]]",3.0
4972,96@3838,"[[1479, 1]]",3.0
4973,103@1105,"[[268, 1], [1874, 1]]",3.0
4974,144@4671,"[[278, 1], [605, 1]]",5.0
4975,63@1145,"[[799, 1], [1956, 1], [1213, 1]]",3.0
4976,122@3125,"[[757, 1], [24, 1]]",3.0
4977,16@5163,"[[1895, 1]]",5.0
4978,76@2074,"[[1978, 1]]",5.0
4979,111@2234,"[[1155, 1]]",2.0
4980,28@1653,"[[1897, 1], [1096, 1], [1213, 1], [1096, 1]]",5.0
4981,32@1414,"[[1780, 1]]",4.0
4982,150@1785,"[[1189, 1], [83, 1], [293, 1], [1155, 1], [437, 1], [1479, 1], [256, 1]]",4.0
4983,121@3758,"[[795, 1]]",5.0
4984,50@3178,"[[810, 1], [1290, 1], [2036, 1], [249, 1]]",3.0
4985,102@162,"[[186, 1], [1874, 1], [1273, 1], [1423, 1]]",4.0
4986,149@1570,"[[592, 1]]",3.0
4987,125@1856,"[[961, 1], [867, 1]]",3.0
4988,88@1149,"[[249, 1]]",4.0
4989,79@4980,"[[268, 1], [163, 1], [643, 1], [1732, 1]]",3.0
4990,108@823,"[[1889, 1], [294, 1], [1690, 1], [311, 1]]",5.0
4991,40@4,"[[777, 1]]",4.0
4992,75@2706,"[[526, 1], [501, 1]]",4.0
4993,83@2980,"[[1739, 1], [1397, 1], [445, 1], [1213, 1], [731, 1], [941, 1], [1319, 1], [731, 1]]",3.0
4994,93@3882,"[[941, 1], [1874, 1], [1213, 1]]",4.0
4995,51@4313,"[[605, 1]]",4.0
4996,37@3617,"[[1145, 1], [726, 1], [596, 1], [1177, 1], [569, 1], [645, 1], [1213, 1], [1515, 1], [255, 1], [1213, 1]]",1.0
4997,101@663,"[[1224, 1], [1023, 1]]",3.0
4998,12@4514,"[[1870, 1], [646, 1]]",4.0
4999,15@4660,"[[1126, 1], [969, 1], [1213, 1]]",4.0
5000,42@3419,"[[980, 1], [186, 1], [675, 1], [1213, 1]]",3.0
5001,41@3726,"[[1548, 1]]",2.0
5002,32@3535,"[[2003, 1], [88, 1]]",4.0
5003,4@2305,"[[835, 1]]",3.0
5004,10@3469,"[[289, 1], [643, 1], [2089, 1]]",4.0
5005,49@5157,"[[838, 1]]",2.0
5006,80@2723,"[[341, 1], [1096, 1], [385, 1]]",4.0
5007,7@2624,"[[362, 1], [62, 1], [331, 1]]",4.0
5008,66@831,"[[1874, 1]]",5.0
5009,104@4857,"[[249, 1], [517, 1]]",4.0
5010,147@2005,"[[1319, 1]]",3.0
5011,28@1494,"[[1397, 1], [152, 1]]",4.0
5012,148@4793,"[[1093, 1], [491, 1], [1093, 1], [428, 1], [596, 1]]",2.0
5013,4@4310,"[[596, 1], [1213, 1], [596, 1]]",3.0
5014,116@3067,"[[592, 1], [1181, 1]]",4.0
5015,58@1187,"[[276, 1], [2016, 1], [186, 1]]",3.0
5016,56@4539,"[[835, 1], [551, 1], [312, 1], [1189, 1], [596, 1], [1423, 1], [1369, 1], [1213, 1], [1956, 1], [324, 1], [731, 1]]",3.5
5017,114@2226,"[[137, 1], [596, 1], [969, 1]]",3.0
5018,7@1593,"[[83, 1], [596, 1], [1372, 1], [268, 1], [196, 1], [157, 1], [1372, 1], [268, 1], [1874, 1], [799, 1], [1514, 1]]",3.0
5019,88@1210,"[[186, 1], [152, 1], [1023, 1]]",3.5
5020,143@2093,"[[1213, 1]]",5.0
5021,114@4692,"[[1473, 1], [669, 1]]",4.0
5022,3@1212,"[[270, 1]]",4.0
5023,40@2521,"[[1457, 1], [1588, 1], [1632, 1], [605, 1]]",3.0
5024,129@4311,"[[152, 1], [2079, 1]]",5.0
5025,88@1517,"[[2072, 1], [905, 1]]",4.0
5026,30@4477,"[[293, 1], [428, 1]]",4.0
5027,50@266,"[[77, 1], [835, 1], [1059, 1], [142, 1], [1247, 1]]",2.0
5028,20@4540,"[[526, 1]]",3.0
5029,88@3159,"[[1105, 1]]",4.0
5030,102@2090,"[[1096, 1], [736, 1], [428, 1], [385, 1], [476, 1]]",4.0
5031,106@963,"[[491, 1], [736, 1], [2071, 1], [1874, 1], [1403, 1], [1423, 1], [580, 1], [2073, 1], [2071, 1], [1548, 1], [1126, 1], [605, 1]]",4.0
5032,24@3582,"[[186, 1], [1172, 1], [1956, 1]]",1.0
5033,40@2895,"[[268, 1], [1487, 1], [1567, 1], [1874, 1], [1953, 1], [1099, 1], [731, 1]]",4.0
5034,92@795,"[[941, 1], [186, 1]]",4.0
5035,6@765,"[[757, 1], [581, 1], [1397, 1], [1874, 1], [1213, 1], [186, 1]]",3.0
5036,102@1443,"[[694, 1], [1521, 1]]",4.0
5037,108@1758,"[[186, 1], [1479, 1]]",4.0
5038,145@2262,"[[694, 1], [1023, 1]]",1.0
5039,2@702,"[[1639, 1], [630, 1]]",3.0
5040,13@3530,"[[1674, 1], [581, 1], [234, 1], [1441, 1], [1952, 1]]",2.0
5041,3@5047,"[[622, 1], [249, 1]]",4.0
5042,3@1685,"[[761, 1]]",3.0
5043,26@4862,"[[1674, 1], [581, 1], [1155, 1], [2001, 1], [565, 1], [1397, 1], [1189, 1], [694, 1], [877, 1], [261, 1], [643, 1], [1850, 1], [1928, 1], [1683, 1], [351, 1], [1104, 1]]",3.0
5044,22@3382,"[[1155, 1], [829, 1], [731, 1], [428, 1]]",4.0
5045,139@792,"[[1372, 1], [268, 1], [581, 1], [777, 1], [596, 1]]",2.0
5046,67@2496,"[[1142, 1], [1873, 1], [1155, 1], [496, 1], [905, 1], [255, 1], [896, 1], [445, 1], [1946, 1], [1873, 1], [543, 1], [1572, 1]]",4.0
5047,147@2816,"[[2045, 1], [1093, 1], [1650, 1], [62, 1], [646, 1]]",5.0
5048,138@4421,"[[586, 1]]",4.0
5049,4@250,"[[1874, 1]]",4.0
5050,86@2165,"[[694, 1], [1928, 1], [1213, 1]]",3.0
5051,117@2214,"[[1273, 1]]",5.0
5052,25@416,"[[268, 1], [1155, 1], [640, 1], [1441, 1], [992, 1], [42, 1], [1369, 1], [565, 1]]",5.0
5053,42@4271,"[[1093, 1], [580, 1], [605, 1]]",4.0
5054,61@349,"[[1172, 1], [186, 1], [689, 1], [186, 1]]",2.5
5055,27@3671,"[[1423, 1]]",4.0
5056,100@1916,"[[130, 1], [186, 1], [596, 1], [1210, 1], [324, 1], [1058, 1], [723, 1]]",3.0
5057,140@3015,"[[941, 1], [1931, 1], [1023, 1]]",5.0
5058,76@1362,"[[142, 1], [476, 1]]",4.0
5059,13@579,"[[1155, 1], [1567, 1], [992, 1], [1213, 1]]",3.0
5060,149@3800,"[[941, 1], [1122, 1], [428, 1]]",4.0
5061,108@4039,"[[1503, 1], [1213, 1], [824, 1]]",4.0
5062,50@2800,"[[1418, 1], [1397, 1], [1651, 1], [230, 1], [1449, 1]]",3.0
5063,59@1653,"[[738, 1], [1172, 1], [2089, 1], [491, 1]]",4.0
5064,47@3977,"[[1956, 1]]",4.0
5065,95@4685,"[[694, 1], [1274, 1], [694, 1]]",3.0
5066,47@3937,"[[1870, 1]]",3.0
5067,142@4067,"[[1487, 1], [1009, 1], [142, 1]]",4.0
5068,8@433,"[[1874, 1]]",4.0
5069,80@1607,"[[581, 1], [1479, 1]]",5.0
5070,88@5174,"[[142, 1], [1536, 1], [1536, 1]]",4.0
5071,31@1056,"[[312, 1], [694, 1], [1210, 1], [864, 1], [324, 1]]",5.0
5072,132@1982,"[[186, 1], [1874, 1]]",5.0
5073,131@3401,"[[643, 1], [1946, 1]]",4.0
5074,83@3046,"[[1567, 1], [1213, 1], [731, 1]]",4.0
5075,6@4016,"[[303, 1], [186, 1], [1479, 1]]",3.0
5076,80@4000,"[[1273, 1]]",5.0
5077,127@3976,"[[581, 1], [259, 1], [1574, 1], [1867, 1], [1990, 1], [268, 1], [1874, 1], [1547, 1], [1956, 1]]",3.0
5078,104@3555,"[[1130, 1], [845, 1], [70, 1], [1305, 1], [324, 1], [731, 1]]",5.0
5079,26@3893,"[[2016, 1], [569, 1]]",5.0
5080,142@2633,"[[186, 1]]",4.0
5081,10@3757,"[[2073, 1], [249, 1]]",4.0
5082,96@1255,"[[705, 1], [738, 1], [1172, 1], [1874, 1], [246, 1], [1213, 1], [1732, 1]]",4.0
5083,30@97,"[[249, 1], [605, 1]]",4.0
5084,121@1899,"[[2016, 1], [1611, 1]]",5.0
5085,104@2341,"[[142, 1], [2037, 1], [2079, 1], [1574, 1], [1423, 1], [1545, 1], [1545, 1]]",5.0
5086,15@4383,"[[268, 1], [1368, 1]]",4.0
5087,26@2521,"[[1928, 1], [913, 1]]",5.0
5088,96@4540,"[[1986, 1]]",3.0
5089,128@4329,"[[268, 1], [1744, 1], [645, 1], [1243, 1]]",2.0
5090,61@356,"[[186, 1], [1213, 1]]",5.0
5091,41@709,"[[1442, 1]]",3.0
5092,85@816,"[[268, 1], [803, 1]]",4.0
5093,16@3323,"[[1078, 1], [1096, 1], [643, 1], [1213, 1], [1946, 1]]",5.0
5094,42@3523,"[[1093, 1], [1784, 1]]",4.0
5095,113@3237,"[[2016, 1]]",5.0
5096,67@4062,"[[590, 1], [2062, 1], [1613, 1]]",4.0
5097,114@1605,"[[1669, 1]]",3.0
5098,114@3699,"[[607, 1]]",3.0
5099,76@2787,"[[83, 1], [529, 1], [635, 1], [1709, 1], [1850, 1], [596, 1], [605, 1]]",5.0
5100,103@4820,"[[353, 1]]",1.0
5101,144@3945,"[[1844, 1]]",4.0
5102,28@1916,"[[1155, 1], [1096, 1], [271, 1], [501, 1], [1651, 1], [1213, 1]]",3.0
5103,39@106,"[[152, 1]]",4.0
5104,32@1051,"[[703, 1]]",4.0
5105,92@2319,"[[1639, 1], [1273, 1]]",4.0
5106,4@3637,"[[1372, 1], [1873, 1], [1546, 1], [1155, 1], [1452, 1], [65, 1]]",4.0
5107,86@1964,"[[581, 1], [152, 1], [186, 1]]",2.0
5108,50@1902,"[[1928, 1]]",4.0
5109,129@2769,"[[1172, 1], [1692, 1]]",4.0
5110,86@320,"[[1897, 1], [1941, 1]]",4.0
5111,147@2358,"[[72, 1], [565, 1], [2061, 1], [1213, 1], [694, 1]]",3.0
5112,24@2041,"[[689, 1], [2062, 1]]",2.0
5113,84@1785,"[[293, 1], [342, 1], [33, 1], [1956, 1], [731, 1], [255, 1]]",3.0
5114,104@4824,"[[1652, 1], [1931, 1], [445, 1]]",3.0
5115,84@2481,"[[1273, 1], [1423, 1], [2043, 1], [749, 1]]",3.0
5116,149@1510,"[[694, 1], [186, 1]]",3.0
5117,54@1198,"[[1093, 1], [62, 1]]",4.0
5118,70@3523,"[[731, 1]]",5.0
5119,5@2959,"[[589, 1], [77, 1]]",3.0
5120,26@3481,"[[1946, 1]]",4.0
5121,2@566,"[[1059, 1], [2030, 1], [1423, 1], [736, 1]]",4.0
5122,138@236,"[[47, 1], [705, 1], [191, 1], [343, 1], [1172, 1], [246, 1], [191, 1]]",4.0
5123,114@3648,"[[186, 1], [1023, 1], [641, 1], [1874, 1], [1210, 1]]",3.0
5124,151@1644,"[[1744, 1], [643, 1], [1780, 1], [324, 1], [1213, 1], [1213, 1]]",4.0
5125,93@4625,"[[759, 1], [142, 1], [137, 1], [119, 1], [596, 1], [969, 1], [2071, 1], [2003, 1]]",4.0
5126,58@1365,"[[69, 1]]",4.0
5127,43@576,"[[1692, 1], [1968, 1], [2048, 1]]",3.0
5128,116@4512,"[[1023, 1], [1213, 1], [1567, 1], [1210, 1], [1213, 1], [777, 1]]",3.5
5129,118@3034,"[[795, 1], [1044, 1], [90, 1], [316, 1], [1946, 1]]",5.0
5130,96@1292,"[[581, 1], [835, 1], [1438, 1]]",5.0
5131,52@969,"[[736, 1], [428, 1]]",5.0
5132,61@1893,"[[186, 1], [1669, 1], [186, 1]]",5.0
5133,88@4478,"[[941, 1], [1078, 1], [980, 1]]",4.0
5134,94@4021,"[[152, 1], [1573, 1], [1479, 1], [596, 1], [1343, 1]]",4.0
5135,146@3408,"[[268, 1], [734, 1], [351, 1]]",4.0
5136,118@4992,"[[731, 1]]",3.0
5137,102@1943,"[[152, 1], [694, 1], [214, 1], [428, 1], [246, 1], [1104, 1], [694, 1]]",5.0
5138,8@1675,"[[738, 1], [342, 1]]",5.0
5139,118@4279,"[[268, 1], [388, 1], [565, 1], [1617, 1], [256, 1], [596, 1]]",3.0
5140,39@4828,"[[590, 1]]",4.0
5141,71@2120,"[[581, 1], [268, 1], [1479, 1], [273, 1], [1060, 1], [1658, 1]]",5.0
5142,17@395,"[[152, 1], [271, 1], [385, 1]]",2.0
5143,46@2745,"[[1048, 1]]",5.0
5144,114@1659,"[[1479, 1], [1986, 1]]",3.0
5145,34@202,"[[757, 1], [581, 1], [1073, 1], [100, 1], [186, 1]]",3.0
5146,126@39,"[[186, 1], [1397, 1]]",5.0
5147,16@330,"[[1374, 1]]",5.0
5148,147@1290,"[[152, 1], [1873, 1]]",4.0
5149,149@3890,"[[689, 1], [738, 1], [1956, 1], [1213, 1]]",4.0
5150,103@104,"[[1870, 1], [1273, 1], [2058, 1]]",5.0
5151,149@3657,"[[152, 1], [1632, 1], [217, 1], [992, 1], [249, 1]]",5.0
5152,100@2165,"[[31, 1], [683, 1], [689, 1], [1692, 1], [1649, 1], [1023, 1], [428, 1], [59, 1], [1423, 1], [1213, 1], [731, 1]]",3.0
5153,142@3095,"[[1954, 1], [905, 1]]",4.0
5154,116@4152,"[[588, 1], [421, 1], [516, 1], [1350, 1], [1867, 1]]",4.0
5155,10@2194,"[[61, 1]]",4.0
5156,147@546,"[[1273, 1]]",5.0
5157,141@352,"[[268, 1], [186, 1]]",5.0
5158,14@1189,"[[1043, 1]]",4.0
5159,142@299,"[[1155, 1]]",4.0
5160,147@963,"[[1738, 1], [186, 1], [2071, 1], [1479, 1], [2017, 1], [1514, 1], [1479, 1]]",3.5
5161,83@4761,"[[1503, 1], [1096, 1], [1567, 1], [2062, 1], [1610, 1], [1213, 1]]",4.0
5162,51@2740,"[[137, 1]]",3.0
5163,127@3052,"[[926, 1], [1889, 1], [1209, 1], [2092, 1], [115, 1], [557, 1]]",4.0
5164,29@4003,"[[1397, 1], [896, 1], [992, 1], [1369, 1], [1213, 1], [516, 1]]",5.0
5165,146@1672,"[[1574, 1]]",4.0
5166,128@3010,"[[15, 1]]",5.0
5167,112@5171,"[[244, 1], [1931, 1], [1023, 1], [1874, 1], [249, 1], [1078, 1]]",3.0
5168,101@4270,"[[1096, 1], [1567, 1]]",5.0
5169,11@2232,"[[1213, 1]]",3.0
5170,149@4030,"[[1441, 1]]",4.0
5171,39@3904,"[[2058, 1]]",5.0
5172,88@2662,"[[941, 1]]",5.0
5173,93@1109,"[[2079, 1], [549, 1], [1612, 1], [1341, 1], [644, 1]]",4.0
5174,143@4112,"[[1479, 1], [1273, 1], [1213, 1]]",4.0
5175,67@3318,"[[795, 1]]",4.0
5176,93@3924,"[[545, 1]]",2.0
5177,146@232,"[[1189, 1], [246, 1], [351, 1]]",4.0
5178,19@1132,"[[694, 1], [628, 1]]",4.0
5179,56@626,"[[289, 1], [792, 1], [2036, 1]]",5.0
5180,140@3377,"[[592, 1], [1093, 1], [736, 1], [62, 1], [289, 1]]",4.0
5181,123@823,"[[143, 1]]",5.0
5182,28@1288,"[[965, 1], [220, 1], [1438, 1], [864, 1], [1514, 1]]",3.0
5183,60@868,"[[367, 1], [694, 1], [934, 1]]",5.0
5184,96@2776,"[[694, 1], [2086, 1]]",5.0
5185,86@4023,"[[1213, 1], [2089, 1]]",2.0
5186,113@502,"[[529, 1], [1155, 1], [676, 1], [436, 1], [596, 1], [246, 1], [115, 1]]",4.0
5187,114@5048,"[[83, 1], [186, 1], [1990, 1], [268, 1], [597, 1]]",1.0
5188,109@4274,"[[581, 1], [268, 1], [640, 1], [186, 1], [545, 1], [246, 1], [1850, 1]]",4.0
5189,22@4635,"[[1870, 1], [861, 1], [1250, 1]]",4.0
5190,77@927,"[[186, 1], [1423, 1]]",5.0
5191,80@2863,"[[88, 1]]",5.0
5192,62@2526,"[[565, 1], [2003, 1], [1979, 1]]",3.0
5193,147@3978,"[[1621, 1], [1931, 1]]",4.0
5194,53@4488,"[[1402, 1], [1714, 1]]",5.0
5195,10@2812,"[[941, 1], [649, 1], [526, 1], [2036, 1], [1888, 1]]",4.0
5196,141@2247,"[[795, 1], [1979, 1]]",4.0
5197,41@1677,"[[736, 1]]",3.0
5198,108@604,"[[1043, 1], [1870, 1], [1280, 1], [1874, 1]]",4.0
5199,103@3345,"[[186, 1], [1213, 1]]",4.0
5200,144@4783,"[[993, 1]]",5.0
5201,107@1823,"[[268, 1], [77, 1], [557, 1], [77, 1]]",4.0
5202,31@4581,"[[2016, 1], [2016, 1]]",5.0
5203,8@4206,"[[1278, 1], [88, 1]]",3.0
5204,39@991,"[[1503, 1], [309, 1], [186, 1], [102, 1]]",3.0
5205,42@3081,"[[1706, 1], [1302, 1], [1690, 1], [505, 1]]",5.0
5206,139@4648,"[[1423, 1]]",4.0
5207,147@3619,"[[152, 1], [1395, 1], [255, 1]]",4.0
5208,29@2847,"[[1273, 1]]",5.0
5209,102@1362,"[[142, 1], [777, 1], [1172, 1], [1423, 1]]",4.0
5210,115@977,"[[1692, 1], [1023, 1], [1491, 1], [596, 1], [1423, 1]]",4.0
5211,100@4110,"[[1101, 1], [142, 1], [980, 1], [1101, 1]]",5.0
5212,20@2947,"[[1479, 1]]",3.0
5213,139@933,"[[186, 1], [1315, 1]]",4.0
5214,92@714,"[[2034, 1]]",5.0
5215,146@716,"[[1692, 1], [1931, 1], [246, 1]]",3.0
5216,75@4266,"[[15, 1], [980, 1], [1521, 1]]",4.0
5217,83@3376,"[[1978, 1], [1278, 1], [1650, 1]]",4.0
5218,147@4519,"[[1870, 1], [1971, 1], [1874, 1]]",5.0
